Exit Trade Id,Ticker,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Timestamp,Avg Exit Price,Exit Fees,PnL_Absolute,PnL_Percent,Side,Status,Position Id
43,IDEA.NS,704.6458325447448,2026-06-08 14:00:00+05:30,14.8100004196167,5.217902537833652,2026-06-11 09:15:00+05:30,14.0,4.932520827813214,-580.9138434080486,-0.05566545553466251,Long,Closed,43
44,IDEA.NS,685.8163968345206,2026-06-11 10:45:00+05:30,14.369999885559082,4.927590772013301,2026-06-11 14:45:00+05:30,14.220000267028809,4.876154673059809,93.06845246191016,0.009443606091490073,Short,Closed,44
45,IDEA.NS,672.6303929125477,2026-06-12 11:45:00+05:30,14.789999961853026,4.974101742758883,2026-06-15 13:30:00+05:30,15.050000190734863,5.061543770813954,-184.91970162371524,-0.01858825082266508,Short,Closed,45
46,IDEA.NS,663.7237370645132,2026-06-16 09:30:00+05:30,14.710000038146973,4.881688098768791,2026-06-16 14:45:00+05:30,14.670000076293945,4.868413636687255,-36.29902589898564,-0.0037178763948621484,Long,Closed,46
47,IDEA.NS,669.4491046692347,2026-06-17 09:15:00+05:30,14.529999732971191,4.863547656041192,2026-06-17 09:45:00+05:30,14.8100004196167,4.957270760531695,177.62539056503323,0.018260887229552398,Long,Closed,47
48,IDEA.NS,669.6843786262422,2026-06-22 15:15:00+05:30,14.789999961853027,4.952315967168033,2026-06-24 11:30:00+05:30,14.449999809265137,4.83846957170852,-237.48357645752537,-0.02397702186532119,Long,Closed,48
49,IDEA.NS,688.0617017144353,2026-06-25 13:30:00+05:30,14.050000190734862,4.833633520162039,2026-06-29 11:15:00+05:30,14.069999694824219,4.8405139665711685,4.08674533043347,0.00042274050291425566,Long,Closed,49
50,IDEA.NS,675.8456645498244,2026-06-29 14:00:00+05:30,14.3100004196167,4.835675871652057,2026-06-30 14:30:00+05:30,14.5,4.899881067986227,-138.14594960797842,-0.014284037358440893,Short,Closed,50
51,IDEA.NS,642.837146405684,2026-07-01 11:30:00+05:30,14.829999923706055,4.766637416075856,2026-07-01 14:15:00+05:30,14.59000015258789,4.689497032074048,144.82463355546676,0.01519148835057544,Short,Closed,51
52,IDEA.NS,695.2605629694175,2026-07-07 09:15:00+05:30,13.920000076293945,4.839013544788031,2026-07-07 14:45:00+05:30,13.869999885559082,4.821631964409782,-44.42380626809699,-0.0045901717216656306,Long,Closed,52
53,IDEA.NS,695.5686078537714,2026-07-08 14:45:00+05:30,13.850000381469725,4.816812742055845,2026-07-09 09:30:00+05:30,14.119999885559082,4.910714331646871,178.07565210693977,0.018484801220537996,Long,Closed,53
54,IDEA.NS,709.4441212593595,2026-07-14 12:15:00+05:30,13.829999923706055,4.905806071445113,2026-07-15 09:15:00+05:30,14.029999732971191,4.976750415913398,132.00613244878713,0.013454071617011159,Long,Closed,54
55,IDEA.NS,732.7599505437615,2026-07-15 13:00:00+05:30,13.569999694824219,4.971776152628081,2026-07-15 15:15:00+05:30,13.8100004196167,5.059707612243829,165.8314354645328,0.016677282964242007,Long,Closed,55
