Time,Equity,PnL
2026-04-29 09:15:00+05:30,99999.2,-0.8000000000006366
2026-04-29 10:15:00+05:30,100228.42,229.22000000000025
2026-04-30 09:45:00+05:30,100058.08,-170.33999999999924
2026-05-04 11:45:00+05:30,100220.88,162.79999999999882
2026-05-05 09:30:00+05:30,100370.42,149.53999999999905
2026-06-16 11:00:00+05:30,100496.77,126.34999999999877
2026-06-18 09:15:00+05:30,100363.62000000001,-133.15000000000055
2026-06-19 10:15:00+05:30,100212.62000000001,-151.00000000000136
