symbol,entry_price,exit_price,pnl
TCS.NS,2463.4,2469.6,440.21
TCS.NS,2480.3,2467.34,-998.25
TCS.NS,2364.1,2396.65,1985.55
TCS.NS,2415.3,2393.19,-995.14
